Tijdslot,Zaal,Vak,Activiteit,Student
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Dorenda Malestein
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Kamil Streefland
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Shaya Snelder
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Jacey Tun
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Leonie Richardson
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Cleo van Rietschoten
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Romany van Kessel
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Jacky van Apeldoorn
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Oumaima Donselaar
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Touraya van Lingen
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Rudy van de Pavert
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Ciske van Kalsbeek
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Frederikus Wullink
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Bauke Elschot
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Peter-Jan van Amersfoort
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Jiri Vinke
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Liana Charita
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Silvie Thoma
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Jurrian Fekkes
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Olle Hamhuis
monday 9-11,A1.06,Heuristieken 1,Lecture 1,Matz Koning
monday 9-11,A1.10,Calculus 2,Lecture 1,Merel de Olde
monday 9-11,A1.10,Calculus 2,Lecture 1,Chelly van der Doelen
monday 9-11,A1.10,Calculus 2,Lecture 1,Mathe Luth
monday 9-11,A1.10,Calculus 2,Lecture 1,Annemarie Vooijs
monday 9-11,A1.10,Calculus 2,Lecture 1,Hazel van Wensen
monday 9-11,A1.10,Calculus 2,Lecture 1,Maurice Lima
monday 9-11,A1.10,Calculus 2,Lecture 1,Kathryn de Jongste
monday 9-11,A1.10,Calculus 2,Lecture 1,Jersey van Ravesteijn
monday 9-11,A1.10,Calculus 2,Lecture 1,Seb Okkerse
monday 9-11,A1.10,Calculus 2,Lecture 1,Sonny Mol
monday 9-11,A1.10,Calculus 2,Lecture 1,Geartsje Jackson
monday 9-11,A1.10,Calculus 2,Lecture 1,Kelly Doedens
monday 9-11,A1.10,Calculus 2,Lecture 1,Juan van Eijndhoven
monday 9-11,A1.10,Calculus 2,Lecture 1,Laurentia Cooijmans
monday 9-11,A1.10,Calculus 2,Lecture 1,Catharinus Eggermont
monday 9-11,A1.10,Calculus 2,Lecture 1,Liedeke van Bezooijen
monday 9-11,A1.10,Calculus 2,Lecture 1,Sien van Plateringen
monday 9-11,A1.10,Calculus 2,Lecture 1,Tori Roeterdink
monday 9-11,A1.10,Calculus 2,Lecture 1,Josef van der Wiel
monday 9-11,A1.10,Calculus 2,Lecture 1,Richenel Giesen
monday 9-11,A1.10,Calculus 2,Lecture 1,Enya Kemps
monday 9-11,A1.10,Calculus 2,Lecture 1,Samah van 't Oever
monday 9-11,A1.10,Calculus 2,Lecture 1,Maron Miedema
monday 9-11,A1.10,Calculus 2,Lecture 1,Marrie Bekker
monday 9-11,A1.10,Calculus 2,Lecture 1,Goven Curfs
monday 9-11,A1.10,Calculus 2,Lecture 1,Wytse van Geest
monday 9-11,A1.10,Calculus 2,Lecture 1,Marco Gilsing
monday 9-11,A1.10,Calculus 2,Lecture 1,Eyup Wesselman
monday 9-11,A1.10,Calculus 2,Lecture 1,Jetty van Putten
monday 9-11,A1.10,Calculus 2,Lecture 1,Kavish Versteeg
monday 9-11,A1.10,Calculus 2,Lecture 1,Roswitha van de Kuilen
monday 9-11,A1.10,Calculus 2,Lecture 1,Ihsane Wind
monday 9-11,A1.10,Calculus 2,Lecture 1,Faruk Haalboom
monday 9-11,A1.10,Calculus 2,Lecture 1,Minoesch Scheltema
monday 9-11,A1.10,Calculus 2,Lecture 1,Franklin Stuurman
monday 9-11,A1.10,Calculus 2,Lecture 1,Cyrina Brasser
monday 9-11,A1.10,Calculus 2,Lecture 1,Rochelle Thielen
monday 9-11,A1.10,Calculus 2,Lecture 1,Emil Bergmans
monday 9-11,A1.10,Calculus 2,Lecture 1,Rino Jacob
monday 9-11,A1.10,Calculus 2,Lecture 1,Ethan Broer
monday 9-11,A1.10,Calculus 2,Lecture 1,Naciye van Eert
monday 9-11,A1.10,Calculus 2,Lecture 1,Eltjo Beunen
monday 9-11,A1.10,Calculus 2,Lecture 1,Jacey Tun
monday 9-11,A1.10,Calculus 2,Lecture 1,Jeremey Bontenbal
monday 9-11,A1.10,Calculus 2,Lecture 1,Jennie Roozendaal
monday 9-11,A1.10,Calculus 2,Lecture 1,Quido Deniz
monday 9-11,A1.10,Calculus 2,Lecture 1,Abdul van der Meeren
monday 9-11,A1.10,Calculus 2,Lecture 1,Hui van Zeijl
monday 9-11,A1.10,Calculus 2,Lecture 1,Owen Jama
monday 9-11,A1.10,Calculus 2,Lecture 1,Nuriye Kooijmans
monday 9-11,A1.10,Calculus 2,Lecture 1,Yaro Kamp
monday 9-11,A1.10,Calculus 2,Lecture 1,Hendrik-Jan Prevoo
monday 9-11,A1.10,Calculus 2,Lecture 1,Herman Apeldoorn
monday 9-11,A1.10,Calculus 2,Lecture 1,Yvan Lau
monday 9-11,A1.10,Calculus 2,Lecture 1,Marije de Vreeze
monday 9-11,A1.10,Calculus 2,Lecture 1,Jorian van Zijderveld
monday 9-11,A1.10,Calculus 2,Lecture 1,Dolf Snippe
monday 9-11,A1.10,Calculus 2,Lecture 1,Esperanza Kwee
monday 9-11,A1.10,Calculus 2,Lecture 1,Umar Grift
monday 9-11,A1.10,Calculus 2,Lecture 1,Leon van Maurik
monday 9-11,A1.10,Calculus 2,Lecture 1,Aidan van Iwaarden
monday 9-11,A1.10,Calculus 2,Lecture 1,Paulo Jak
monday 9-11,A1.10,Calculus 2,Lecture 1,Siri Droge
monday 9-11,A1.10,Calculus 2,Lecture 1,Paulette van de Wardt
monday 9-11,A1.10,Calculus 2,Lecture 1,Armin Bol
monday 9-11,A1.10,Calculus 2,Lecture 1,Enrico van Triest
monday 9-11,A1.10,Calculus 2,Lecture 1,Mahmud Heller
monday 9-11,A1.10,Calculus 2,Lecture 1,Gidon Baetsen
monday 9-11,A1.10,Calculus 2,Lecture 1,Jayme van Eeuwijk
monday 9-11,A1.10,Calculus 2,Lecture 1,Nassira Schoutens
monday 9-11,A1.10,Calculus 2,Lecture 1,Karolina Roodbeen
monday 9-11,A1.10,Calculus 2,Lecture 1,Anne-Jet Hofman
monday 9-11,A1.10,Calculus 2,Lecture 1,Leida van de Ridder
monday 9-11,A1.10,Calculus 2,Lecture 1,Vanita Yusuf
monday 9-11,A1.10,Calculus 2,Lecture 1,Fauve Neve
monday 9-11,A1.10,Calculus 2,Lecture 1,Silvie Thoma
monday 9-11,A1.10,Calculus 2,Lecture 1,Vincentius Pater
monday 9-11,A1.10,Calculus 2,Lecture 1,Xiao Schijvenaars
monday 9-11,A1.10,Calculus 2,Lecture 1,Vesna Nijs
monday 9-11,A1.10,Calculus 2,Lecture 1,Wulfert Brinksma
monday 9-11,A1.10,Calculus 2,Lecture 1,Shairon van Aaken
monday 9-11,A1.10,Calculus 2,Lecture 1,Nesrin Holt
monday 9-11,A1.10,Calculus 2,Lecture 1,Angelica Sarikaya
monday 9-11,A1.10,Calculus 2,Lecture 1,Nyncke Brinks
monday 9-11,A1.10,Calculus 2,Lecture 1,Annamaria Twigt
monday 9-11,A1.10,Calculus 2,Lecture 1,Edwinus Voigt
monday 9-11,A1.10,Calculus 2,Lecture 1,Jildou Corvers
monday 9-11,A1.10,Calculus 2,Lecture 1,Julot van Teeffelen
monday 9-11,A1.10,Calculus 2,Lecture 1,Darian van der Steege
monday 9-11,A1.10,Calculus 2,Lecture 1,Patryk van de Kraats
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Deacon Gielissen
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Guilliano Blomsma
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Geerten Elschot
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Yang van Munster
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Ella Bischoff
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Ziggy de Smit
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Inger Notermans
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Solane Paulissen
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Tom Stokkel
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Olof Tap
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jorian van Zijderveld
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Lysbeth Keuken
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Dinah Ensink
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Everhard Curvers
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Amelie Daams
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Joshi van Groeningen
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Sherwin Lugthart
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Sivar Rottier
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jaiden Schoonderwoerd
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jos Welling
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Seyit Cleven
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Tori Roeterdink
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Tea Rutte
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Dorenda Malestein
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Kamil Streefland
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Shaya Snelder
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jacey Tun
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Leonie Richardson
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Cleo van Rietschoten
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Romany van Kessel
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jacky van Apeldoorn
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Oumaima Donselaar
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Touraya van Lingen
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Rudy van de Pavert
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Ciske van Kalsbeek
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Frederikus Wullink
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Bauke Elschot
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Peter-Jan van Amersfoort
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jiri Vinke
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Liana Charita
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Silvie Thoma
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Jurrian Fekkes
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Olle Hamhuis
monday 9-11,B0.201,Heuristieken 1,Lecture 1,Matz Koning
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Noud Menke
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Dalila van Sommeren
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Franke Stoppels
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Janniek de Leest
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Mathe Luth
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Krijna de Kreij
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Shawny van de Pol
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Rudolph Bosman
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Cherilyn van Amelsvoort
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Brecht Eeltink
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Rayn Bolding
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Hetty Lindhout
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Juno Zaaijer
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Inas Niezen
monday 9-11,C0.110,Project Numerical Recipes,Lab 3,Graciella van der Plas
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Angelica Sarikaya
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Rijkje Groote
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Vanita Yusuf
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Sohrab Geers
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Jurre van de Sanden
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Wiert Becht
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Resi Braamhaar
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Annemarie Vooijs
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Nadja Vendel
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Enrico van Triest
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Lamia Mok
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Leo van Amerongen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Evelyn Koelemij
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Aart Pothuizen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Jiri Vinke
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Cyrille van den Ham
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Gerritjan Joris
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Roan Meulmeester
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Hedwich Toetenel
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Marck Wijngaarden
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Bert Grooteman
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Robbie van de Geijn
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Aradhna Jonkergouw
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Abdallah Beulen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Jeremey Bontenbal
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Miguel van Oss
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Romy Piek
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Herwin Ester
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Ilana Philippi
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Micha van Maarseveen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Minoesch Scheltema
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Gradus Dams
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Silvie Thoma
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Devon Keijser
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Marnik Imthorn
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Marianka Selten
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Wichard Stienen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Semiha Quik
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Pleun ter Heide
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Rika Buizer
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Donna Buurma
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Gidon Baetsen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Jurrit Nieuwenhuizen
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Enya Kemps
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Andre Putters
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Maritte Gok
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Jacko Wobbes
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Nermin Talhaoui
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Tjesse Voesten
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Ceciel Kentie
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Nordin Geboers
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Thyrza Blik
monday 9-11,C1.112,Reflectie op de digitale cultuur,Lecture 1,Catharinus Eggermont
monday 11-13,A1.04,Data Mining,Lab 1,Hiba Boogert
monday 11-13,A1.04,Data Mining,Lab 1,Yalda Grootenboer
monday 11-13,A1.04,Data Mining,Lab 1,Deejay van der Geer
monday 11-13,A1.04,Data Mining,Lab 1,Zhen Vullings
monday 11-13,A1.04,Data Mining,Lab 1,Buck Lantinga
monday 11-13,A1.04,Data Mining,Lab 1,Kimmy Kesteloo
monday 11-13,A1.04,Data Mining,Lab 1,Wafa Bart
monday 11-13,A1.04,Data Mining,Lab 1,Georgia van Rossem
monday 11-13,A1.04,Data Mining,Lab 1,Lee Numan
monday 11-13,A1.04,Data Mining,Lab 1,Jetty Haanstra
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Tjesse Voesten
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Federico Levels
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Tom Truijen
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Theadora Besemer
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Faruk Haalboom
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Liana Charita
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Amos van den Oord
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Ken Borsboom
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Nadia Lems
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Owen Jama
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Semiha Quik
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Leida van de Ridder
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Sherwin Lugthart
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Karam Rinkel
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Rein Leidelmeijer
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Lakshmi van der Gaag
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Sharen Kortlever
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Liza Traa
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Matthijs Pleiter
monday 11-13,A1.06,Heuristieken 2,Tutorial 1,Titia Korbee
monday 11-13,A1.10,Technology for games,Tutorial 3,Jorian van Zijderveld
monday 11-13,A1.10,Technology for games,Tutorial 3,Krijntje Rombout
monday 11-13,A1.10,Technology for games,Tutorial 3,Titia Korbee
monday 11-13,A1.10,Technology for games,Tutorial 3,Jiri Vinke
monday 11-13,A1.10,Technology for games,Tutorial 3,Jake Rosenbrand
monday 11-13,A1.10,Technology for games,Tutorial 3,Samah van 't Oever
monday 11-13,A1.10,Technology for games,Tutorial 3,Ans van Montfort
monday 11-13,A1.10,Technology for games,Tutorial 3,Albertine Schellevis
monday 11-13,A1.10,Technology for games,Tutorial 3,Mattie Eisinga
monday 11-13,A1.10,Technology for games,Tutorial 3,Paulette Hunting
monday 11-13,A1.10,Technology for games,Tutorial 3,Merel de Olde
monday 11-13,A1.10,Technology for games,Tutorial 3,Jaro Essink
monday 11-13,A1.10,Technology for games,Tutorial 3,Guilliano Blomsma
monday 11-13,A1.10,Technology for games,Tutorial 3,Eltjo Beunen
monday 11-13,A1.10,Technology for games,Tutorial 3,Dineke Valster
monday 11-13,A1.10,Technology for games,Tutorial 3,Jennie Roozendaal
monday 11-13,A1.10,Technology for games,Tutorial 3,Ynze Freriks
monday 11-13,A1.10,Technology for games,Tutorial 3,Leo van Amerongen
monday 11-13,A1.10,Technology for games,Tutorial 3,Nika van Baaren
monday 11-13,A1.10,Technology for games,Tutorial 3,Christal Hoogerbrugge
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Matthijs Pleiter
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Faruk Haalboom
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Deejay van der Geer
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Ilana Philippi
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Peter-Jan van Amersfoort
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Xanne Slob
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Lamia Mok
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Chloe Vermanen
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Romany van Kessel
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Julot van Teeffelen
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Maritte Gok
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Annique Berrevoets
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Enya Kemps
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Shairon van Aaken
monday 11-13,C1.112,Compilerbouw practicum,Lab 2,Heiltje Wijnands
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Franke Stoppels
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Mouna Lathouwers
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Genesis Potman
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Aynel van der Marel
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Marck Wijngaarden
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Dax Voskuilen
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Berdina Heijman
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Johannus van Bavel
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Tian Berkers
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Michel Sieben
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Walther van Halteren
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Judi Hamers
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Andre Putters
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Diny Aslan
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Edin Bastings
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Yanick Abbing
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Fauve Neve
monday 13-15,A1.04,Compilerbouw,Tutorial 1,Juno Zaaijer
